nmax,nmax,nmax,nmax,nmax,krb(0),krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(2),krb(2),krb(2)
1.6500641344523006,2.327077083395616,1.659210436966511,8.310855994427069,7.771683098908083,-5.009072655602786,-5.745125664827043,-6.679230068969604,-10.507860883974319,-7.218664546208412,-19.236605059719306,-7.632857989129988,-4.520233659816146,-10.042868628350636,-12.885484764297985
3.4968406132088123,6.785218451458742,7.235210787669178,8.838708398762883,4.081006742148917,-4.681531083026849,-8.829019098632175,-2.431553835506225,-9.496539044917148,-9.699166414880454,-8.50024607932591,-5.088624432665556,-0.8026594713136284,-18.536089251106265,-18.936651412418758
9.437953036666046,5.768880629663855,6.534127131102425,5.341812414352559,1.8429170734672704,-4.715021369468538,-5.130229562737123,-13.797103902293042,-13.905839019954833,-3.3269565199801825,-18.5600905709476,-2.46600754770434,-14.892432371071303,-8.199603519665672,-1.3737158378646228
7.103102513829818,4.72986831220333,7.205807880148736,4.095816726847332,3.495325747142675,-0.166002769099876,-5.059274399522225,-7.170072450101831,-12.929736099935557,-19.02169949981454,-19.381968166900403,-8.971793016568904,-4.835548851322885,-9.306154110167284,-3.2683770684116205
1.3008387978389946,4.300768687833461,3.1336335205676025,5.025456713414099,1.6513875387471022,-1.0127803327356588,-15.557217518719717,-1.6460752678766646,-11.524726214770032,-0.388069748221163,-8.974238169141806,-1.4764260029014338,-19.893555124984964,-5.110047757000089,-2.0292920032599433
2.2574851028105867,1.8651326655893634,4.8211534646736,9.403110155196416,5.881479041713948,-9.50361637193753,-17.191590245843496,-19.984288729244945,-3.8782121941653216,-18.25726619657386,-7.386388607167055,-1.7991325551476898,-15.847826928147224,-6.761070558885477,-18.433898323520562
6.433796294538517,2.4753854885788247,7.623582044636602,3.7110816531451736,5.170519079241816,-8.07133221365033,-16.59165912774183,-5.241407409509344,-13.977457221327391,-6.818799987736206,-16.850167291082464,-6.306458581793631,-17.44905735107181,-11.535405724227326,-15.080599132596351
7.735377244853643,3.358315040561871,8.935455757558566,9.026381902659516,2.7679718370050725,-7.784465694346288,-18.25441892977271,-12.208411717927579,-5.804897582924683,-6.8774773876866675,-7.568456678808502,-14.377436813117374,-12.4773035062554,-17.951371720464305,-5.691445873371341
5.534999171121462,7.378890691110891,3.240491723171855,3.919944057715596,4.007938035341032,-19.4877260460304,-13.21314733067059,-4.014238986991135,-2.1437599345802063,-9.687455518845045,-10.935516265137517,-19.38659008788253,-2.5038336820508853,-19.741096752825133,-1.1994734038167856
5.402946238192816,4.077410442172539,9.31796591358394,1.2195189379908706,6.232824053821784,-9.076242762463183,-15.635524015893498,-11.46514011613081,-7.019946281718974,-5.530089182049643,-19.98573451173906,-1.3566167411887982,-16.725945089383032,-15.351749358975052,-14.75687843069242
1.340381228968318,2.1074691123129243,9.877149306497458,3.8369506363955743,2.037709813051444,-17.870873902624997,-5.68274664336756,-2.994083585750449,-14.88664923978145,-19.583900704528823,-15.56050863293742,-18.875337753144528,-17.942440761062173,-11.412988415031917,-15.424624419853512
5.643512906728811,3.2814437793147135,9.464835709926529,9.153495711336381,6.101254945094194,-12.946962559451016,-12.415177047508763,-11.804139565424512,-5.5211714895146144,-11.012383989175126,-2.9510740645326443,-1.2125137599857467,-13.314671547759216,-8.842179820623967,-18.108374917031966
2.8042214298972308,4.721191900391441,2.85582444311601,8.889044417098457,2.4245763045318824,-10.932349651093471,-7.9465851148484745,-6.231908227599197,-12.376919542442517,-2.7049285323779024,-8.690448893549283,-11.25379516909372,-18.661911382364472,-10.752679577941217,-3.667356767766968
6.530869163991839,8.489462083562065,5.44610503539375,2.0661553458503366,1.1227586125229296,-13.965931020300037,-6.10998961719393,-4.273827911560295,-14.114518591055445,-10.136486974423383,-11.619733801761777,-11.830596591406586,-15.396160607317006,-17.28621500991378,-16.08589769119886
1.497991484470115,2.7831766764121935,1.082808078628415,6.645325605723804,3.847378666489146,-0.63442024260452,-16.145030689551675,-13.11801145083908,-12.87896094303349,-19.831815228357037,-3.2997617345147674,-19.363310243127938,-1.2904212888880977,-2.2477204132369515,-9.343113869889326
5.892360174201628,6.884001306605407,4.483450107413983,6.825000550580699,1.4029154981963818,-18.92445221574044,-10.901114649571069,-9.062516207989905,-2.3324289573172017,-17.917253385232865,-3.629306248841605,-15.820057987887814,-12.157735394650366,-13.699611546934484,-12.03691006997856
2.35445948265327,5.532130669631995,8.214783308482305,4.973806093410072,5.415522183083792,-3.109525052901848,-5.9494435187031876,-10.239957270456285,-14.871856601035326,-2.3899577377851635,-8.51729400635789,-15.599162558797202,-14.644516922503595,-4.017651530168708,-19.121503314459638
9.92882968325938,2.173165117433126,8.164616728572437,4.552977850945146,5.429945649587202,-2.475053508454902,-11.783067327174656,-9.303874301902635,-19.018936718057518,-19.953285270037682,-15.128482527265655,-6.456396450916532,-17.58682862215318,-17.736137019789467,-11.821883900085526
6.830533347474039,7.408647930231375,2.606056066885373,1.716293326348382,9.463573305509899,-14.812738987014175,-3.018404697586398,-2.8165201357899186,-4.626800423925367,-16.640211227613854,-3.646150960841414,-4.691913871092426,-8.125212496886281,-13.28967950013784,-14.776078775095772
2.0970029087232307,5.587813602107842,6.267347879588619,4.234050914642085,5.2782316091278165,-12.766062298351594,-7.243979459318046,-2.064941764848392,-16.737986785265797,-12.409964682927844,-17.19671478137786,-7.563618968884144,-5.495476861176945,-1.4549366213106296,-14.4504486674068
9.551900852788872,1.5693640463860732,6.427124770281294,1.5141944740899698,9.043967689857503,-9.456799764305924,-6.679967819820359,-3.4516788743819973,-17.008818612569023,-19.232027917431136,-2.5102651963342417,-13.732828773567244,-17.433319732249412,-10.67762138196698,-8.093709093649228
1.278735430802591,3.4740609243137897,1.2951988684920641,4.783018502759491,9.055900261596198,-0.4452170112779754,-7.322753685277814,-16.783409893686624,-1.9735971390138154,-9.726668318318797,-16.94038868915193,-1.6576392779119402,-4.926365890610251,-5.439065072809285,-5.887303994491347
2.803058389867981,2.8990602253677347,7.194636985845295,2.977504750993572,4.948045271227439,-4.438163670680568,-4.399344889852966,-10.980090726735394,-4.235420228322624,-3.31142625565867,-6.969962549443222,-15.454325539062438,-14.547165570327603,-13.734661007366167,-17.675598256094354
3.4584365833295063,2.8856730188127893,5.09795874827742,9.175937930850385,1.9403228507856227,-5.666668313446829,-6.323068212178759,-18.094491446599182,-1.6408091423745788,-8.687403177079291,-12.761862129399884,-4.9448821884433976,-14.878427377807483,-6.199154242778224,-19.20974696931228
8.554672338483448,5.033537623191866,6.730236229221475,2.991140378260153,7.0936634139260315,-4.632418509723797,-10.583057581000466,-7.707234211170293,-10.919114115934269,-2.2075817517688776,-10.09240330776505,-3.2480066903265055,-4.053094040422055,-11.830954055167705,-15.421318612036247
4.654739193037939,8.435956381976982,3.048692822374531,5.719927112719744,8.254870731646728,-12.965798244945262,-7.220028223646322,-15.111931676428592,-17.825339037173617,-4.191753920652159,-18.030524394166733,-14.599510237916267,-2.9833225022509424,-13.105261187134523,-0.6363975446681955
9.817609012964738,3.4144841840820104,1.368804000249014,7.345569557848412,5.0588785238350935,-17.995018405204434,-5.9202959023369495,-19.37961930867277,-2.6830858592043825,-17.240814670645257,-17.466493612940173,-16.504121270425166,-0.8906994660078773,-6.205929730948466,-4.05270644427363
4.578714871594777,4.0268145475446,3.1103560610485292,5.32583225481168,5.966458601807517,-7.427680611310169,-14.883341770425979,-1.121783790030488,-16.621805885677997,-0.7835018221483949,-19.704363162100673,-10.425598732844772,-13.3659800214804,-11.06244406278801,-8.643774878282299
4.920302422114381,4.733621652714355,7.594510738719759,7.172886475778181,8.499441538322632,-15.025816273334039,-7.870382655894135,-8.35462377068221,-12.642217563633494,-10.32745491613665,-13.755735348216,-17.177296487421994,-15.745355907811618,-17.900278436616098,-6.406915453716531
6.946546537982364,9.555457344218855,7.567105722825172,1.468412548805183,8.958206565360587,-2.8327642573800595,-11.177925616623297,-8.341325294494363,-0.5760411837968746,-9.407143159421492,-1.984095615315816,-18.34752871957729,-16.19806781269721,-11.228976625517776,-8.363339514087638
8.346050666765201,9.894359036288682,4.499663468267048,1.4267407252607645,8.210543529657922,-7.97282369025212,-16.048997108522787,-10.152913713233739,-5.228026113878887,-4.66880543733399,-10.057593601224637,-13.926230850435704,-0.6225226174339795,-6.799084041965793,-11.876073365008656
3.5241690178418716,7.579926847032059,3.1796510103439095,2.5453899007631935,5.7685050006586325,-14.229250886381578,-7.484787616020062,-17.653020370002753,-6.966672019110302,-14.362399092845727,-19.995165604753197,-17.47397245228389,-1.4210539810816307,-2.73964268160438,-15.351180262478888
8.005347140909421,6.477144338565768,9.738142403048824,4.362450935806532,7.133145512654542,-18.73563912376402,-12.114677798353522,-0.8200285423552103,-9.274280598442601,-14.271197883636592,-17.606607833740725,-5.999786030387545,-7.167364735748437,-12.558619599284885,-1.0762670978698985
1.199825316890653,3.733514664686432,9.289625376696232,3.8884189448749633,3.2702755046965333,-9.36901384236818,-3.6063451765812964,-17.947379458520615,-1.2338878780498526,-4.1780496644948375,-16.393119914524117,-5.831041572156563,-12.339321419512613,-11.99433590628126,-4.41252716046656
9.66506327182659,2.1399028556247455,4.785672131909374,5.328474472758732,4.386806352594979,-12.772536438047123,-18.95985351552423,-6.357781450803797,-11.319333099311098,-16.123603327385858,-3.760933304188839,-4.029041111782606,-10.320806601031014,-14.060831843159566,-7.3019547566505985
3.5933692219966273,3.1240713729134084,7.57463188623694,1.3629271574885564,1.8529162393113456,-19.864915336930565,-16.95643058913902,-18.627098826661857,-0.18353288117962308,-14.252681597913618,-17.02956654788198,-15.204174465881234,-1.3711011263513235,-9.648811561814526,-12.74011988347365
8.860523121182975,4.554912434941292,4.015077129619263,2.86554270294762,4.400171415184703,-13.697981315263172,-6.521651209966995,-14.23730417705253,-8.513725046191029,-18.688745915863745,-16.193345781739364,-11.89263509493416,-1.354709847216963,-12.492685484257663,-6.7849249881233025
3.2957850017925834,2.1433021837590855,1.5268294007204513,3.748721486884762,2.4189492411721716,-16.53719208447913,-4.860889763099696,-19.684822388197002,-8.899578497864855,-12.448718526190051,-9.919655001819912,-8.799678279429402,-13.763982880300166,-14.127333682332722,-5.405303198235378
8.841492893090415,2.733234692126751,1.8785688448163405,9.080162257528233,4.149059172826588,-9.028783925809998,-12.845091424051931,-17.49653350671358,-8.272300265540213,-9.54969704978437,-15.960428172095176,-11.007806011419671,-4.140744670088649,-8.250520548152963,-18.071345191366802
5.932193475062215,7.324644693606282,8.134330652026762,6.662058207708401,2.3739234808670537,-5.867551994855804,-6.520897262977826,-19.5139050294814,-11.80622141495416,-13.374290085448772,-6.6786999213524965,-15.698897335012678,-8.241648732812257,-1.8272013598979733,-4.123732793048708
9.293119625948773,9.80655370239421,1.0960311430554648,6.604671487397298,4.715554579830158,-2.8888956423310788,-14.98888743001828,-0.47751316660998455,-7.787211406079431,-4.2086056956462645,-18.296568898826912,-16.349188093298586,-4.907766906619358,-19.56246821141746,-3.744128080713722
1.125541168227203,6.91406955155146,4.285845282086253,6.503453674472792,7.264282662902024,-13.184743138192548,-17.851547282594375,-18.614047231809515,-8.280173151005298,-9.638958460691182,-5.230199918489465,-9.856263350921651,-11.593328778385507,-12.078065153099008,-19.473706638306417
4.020014815269914,9.784181417720449,8.8620001860438,3.964402603307959,6.29015864559735,-3.13879476384367,-11.218640698673635,-19.642638511371995,-18.517241809809065,-9.843184845160739,-0.7081564240500207,-6.205130109844532,-18.588767790372465,-16.23171857174193,-4.650669449984685
8.572957839606204,6.559251275697318,6.7998085266683495,1.2550370534504618,8.456772336233577,-4.313323357400492,-14.845200632343392,-5.897333272686412,-15.724393332142538,-19.197429795074893,-15.997382802451494,-16.44528535258944,-13.27881486497654,-11.672855006208385,-9.880076059195613
5.290784879574954,3.436071453687604,1.2625360171666702,6.445914600134357,4.56170346862619,-14.056424067987761,-2.747873247672807,-5.139808174816622,-2.930465587388401,-10.149842385222026,-17.39446808267713,-6.145193421186679,-15.899131779250213,-11.219529585074836,-18.70648429991712
8.427775621806841,2.133465769427505,9.127877563443787,8.778075420354014,5.181244879953215,-5.187072734350588,-7.67304303101875,-4.018794717478878,-11.40707849436035,-4.362411163537436,-10.797109340403557,-1.2747808219284025,-10.321195193579564,-10.793876488518784,-4.377069954886098
8.394199225847542,5.990402028890537,2.6181803214556787,5.209824078618215,9.712652526187105,-5.015574758520216,-3.857864182805269,-19.346772573497123,-10.689596693580219,-7.132239440214649,-3.4823495958013133,-19.019454293702847,-3.0364661757267264,-9.086821358835957,-16.07345198553641
3.8552969480473003,3.537365965764047,5.777731308596282,1.4651711192001864,2.426825426499312,-3.82740843682193,-17.36118058413846,-15.355414237783274,-10.97792494847727,-9.709294326544725,-4.8041514556782445,-11.098084709342864,-4.281694041392779,-7.694908489795397,-17.74931518546593
2.4069829455355474,4.9333035290479375,4.572004537801356,7.691898426735651,6.2266342581761664,-12.27615168805524,-16.601870359337326,-15.485941663722647,-8.547529732465726,-11.57356778249413,-9.752942573672627,-16.60351903748555,-6.808165578343141,-3.0344790569662585,-14.867003814940679
5.423628032486439,9.779745961188116,3.9991756649565486,6.355417104313851,1.8117613018021994,-7.940301450659081,-18.216327711238105,-0.9112148370559439,-5.758313223761004,-4.315620216099443,-5.988323220644428,-8.264392182078332,-11.046735656398443,-2.9183697427548587,-0.9589702158930464
5.491325556136732,9.383815442397358,6.249996189896658,5.845457682067899,5.09034459659821,-15.835173545550616,-19.92597874972062,-15.194026085564381,-9.856508885089054,-12.438796950030925,-11.075143962747589,-0.4851004306754163,-13.029579823680383,-11.001559506733853,-17.34304052807889
1.431619591932889,7.978685631332452,6.136148575647808,7.846343254395055,2.3487651899789648,-8.620607453464451,-14.952514760606627,-15.461569843689604,-19.770632320345594,-17.40621960097547,-13.845564581156063,-17.67411266424031,-0.381417035822345,-13.858210294373382,-17.40655346062367
2.79174081545162,6.2893290550732885,1.5763917147830966,8.761907171270412,9.653497113134325,-15.08972632871912,-11.043104155041899,-19.559524424513008,-7.249866527928294,-11.762871444753483,-14.625836524579043,-15.883941498729492,-6.984940754590669,-11.717281082456942,-16.42478014830475
7.201981733381416,6.085650547330243,8.728048494365465,2.0572830898884362,8.070999417500104,-6.597015942336547,-17.711282357120854,-6.1730674755527595,-11.213208951291376,-1.1948027674387234,-17.181934122703804,-7.207615522766815,-12.398597095287375,-0.9593880552415328,-13.4334995837235
9.659673185426202,9.11337265990674,3.433449117795907,8.23187599143785,9.960437816231554,-14.972006256791481,-11.30813433046594,-9.648403342321483,-14.1308703975031,-19.696229691044007,-15.61942804046922,-14.389456001599008,-11.172365943768076,-16.595060679573304,-2.622238301835715
7.344200194582025,1.7668042980369578,6.850832060259383,6.882908287650584,9.605990562792648,-19.939884660012392,-15.066144248864436,-1.5369495604312249,-1.4505350835741702,-5.660330254524316,-4.7613099111539565,-18.179489137200022,-9.773870887913152,-15.391498473348912,-16.393760932089016
8.292729692109994,2.215343230124927,5.217864732967467,9.447204156274298,2.672488500088083,-0.5379308676091341,-0.21366908335492596,-8.943218621820183,-16.614159470474558,-13.709512729976177,-11.552592629736951,-13.844447935271365,-14.415351960457336,-0.6526287865944873,-16.94803993442666
7.599951178451761,1.0036926049525738,6.365644024621392,9.24348703558647,3.591406846838971,-16.30803309237139,-7.031572081919304,-5.819231994761978,-6.308192672855572,-13.645594087574658,-14.981172197029316,-0.9772158807553204,-1.6263397854284065,-10.899399463132877,-3.1607420635279695
5.070911298708665,4.819501162652593,2.410866528393652,4.837654508427756,5.836752447398263,-19.55216388416914,-11.162151197009413,-4.4510112539355156,-6.4670834781520306,-7.3603759216076945,-1.8998469740996704,-19.641163004477924,-8.914753034774542,-4.331757916646829,-9.227425884244782
3.9150599732234124,2.226255085827801,8.988067646345723,5.236861531488427,8.903036772871314,-8.341542763579952,-6.583576879361486,-3.995203027868847,-6.8828046624573265,-12.07870867048914,-9.778695659819846,-4.019394058949992,-12.564359102177615,-12.276383010306908,-18.095766690445778
9.231259916995729,1.8193268345089755,6.833882597037003,4.718750309225179,4.650574512298981,-6.476918452203591,-18.664834720665414,-8.185254919266452,-4.636567459150141,-3.518566118056775,-16.60644525106387,-2.141360903444344,-6.942692772235901,-2.4510894636684135,-10.342913729507055
5.8783001058748185,9.27134449325804,9.099185890192047,5.033447860321018,3.469713684721136,-12.175908352171145,-12.28348986225798,-14.2913491878424,-14.655265873773967,-2.8648475640535835,-18.609747778375233,-6.515537476218077,-16.5608809760166,-13.144332721458142,-18.775293620716745
3.4297627316991584,7.915789640055179,8.965137920925327,2.9937443671213035,5.171930553330297,-10.640551446049594,-2.6158514153812895,-4.820298847771474,-9.789763354475808,-6.652130710611711,-3.1376344272036008,-19.810174814891656,-11.982488382104034,-1.9458609711861357,-5.267770686205369
5.885572369006672,5.7668007433162005,4.12993087843994,5.6846848027736305,6.898448795171079,-11.674575535267019,-5.788352386795738,-2.861478677518324,-16.921771521121265,-11.014214245933255,-11.880400183426886,-6.319450399410412,-15.027637441367206,-7.2590067924497035,-2.53796408954339
4.763184398142604,9.19914129981298,9.938473650401306,1.9548284495315686,3.097478691863728,-1.0874429455063463,-0.929279039020404,-18.055625219803506,-19.70152984249498,-16.794109537197198,-0.17934561069326094,-16.41800762944733,-9.99930262623174,-3.1164872440328324,-19.594007947304693
6.440400840326135,3.493229039826619,8.761014247957585,3.5511503433767126,7.18080148253718,-6.583029314296802,-15.592278377693164,-19.307495922619832,-11.855933481670595,-14.245056275879193,-3.9013427826871983,-4.07275264973863,-10.905223351366754,-7.930406716067944,-7.9752356318601905
8.44442333584861,4.825021727108778,3.4790201181145815,3.3853142632649273,5.825730513539837,-11.061950765628971,-11.241596657399771,-18.186366952114827,-5.6997855602651075,-15.746639909159978,-16.080622758846445,-11.786109426479872,-15.467211001805751,-8.381220480570494,-12.607879547244018
5.040205503335111,5.83452389443626,2.8318197023362437,2.401764605789768,8.923797125862443,-11.368898313654721,-11.799337168312471,-19.291318209570456,-10.090271578510876,-8.972022539941099,-8.879066668002137,-5.930079730474603,-16.468111483678864,-14.980759628810686,-3.8664637419147887
9.524535551590546,2.2233947263058855,5.478845990546963,2.9275862746562815,1.540658515194842,-13.522483571289905,-17.140616258834168,-5.8723318386585,-9.378864267938257,-17.137694027292813,-19.816092390730265,-3.9176747244181698,-16.493731317331473,-7.936288819806757,-13.295253929772763
6.26937344483532,3.840882642840916,1.7824560462302874,3.0065500770197824,2.6925270983116802,-11.482414886451089,-6.900152709819469,-14.750259108567485,-19.759808287517703,-9.673146451131338,-7.945386161756456,-0.8388771693639896,-8.269531018444388,-10.623666068374979,-8.589307644635694
9.351105668758244,8.455403310414816,3.906808600274272,3.1352892729142354,3.3637025112946626,-9.962021309667263,-5.193415920551303,-9.985937777059055,-18.65085172302056,-5.600744061244381,-3.9611944394480183,-14.23899248411758,-6.783897788261328,-11.510821169017573,-2.3065248210238884
8.607030023446658,5.72888798478678,7.22354991232235,8.950147309198936,5.461453090704479,-13.766310264272445,-5.002043855599334,-15.620681529784633,-12.268230154679763,-2.7720279815748086,-5.58399542864063,-11.964160995574765,-15.726584402073687,-12.916229022438493,-14.346327430374084
2.584803591494685,7.68999622209091,3.2686289816515437,5.087507231509875,4.472735021524981,-0.45666016515094654,-12.217264341450413,-18.40834859234458,-18.212467523815526,-8.244000945074012,-8.072665320408515,-11.666696089395167,-11.40631052299061,-18.926741601466663,-9.720724443253681
5.542655278423165,2.345943867012501,1.934554474998348,2.1121524153954145,1.9092542184213266,-7.86680690881848,-16.08999521718192,-14.996539971469478,-16.54591433138635,-0.9390774414747902,-2.993112483278477,-15.413152736704735,-13.481430750949693,-15.823132438130557,-10.211668406729608
1.1764947922682825,7.042312080071161,5.7084233483587745,9.087750354709929,2.4795341589557274,-3.9982260033834827,-4.239975812112357,-17.46909433458395,-12.068671439531862,-16.613962441224114,-14.931062040894776,-14.761401120872168,-8.930895758887123,-11.812922457966737,-1.1401172002745241
2.137331277523046,9.763229213651789,3.0757477619283753,7.955865427436677,4.050729335555393,-17.152680231195454,-2.9280052135998282,-13.853668105194384,-6.888777455885842,-8.727770666776133,-10.612049443121602,-10.133192494294073,-5.428465509563479,-18.25331900894353,-6.703204827037688
9.06230891258721,1.5200937731787774,2.265880053103001,7.449687430318282,4.935534834201558,-11.969382445807602,-17.274363972569706,-9.915276189716018,-17.481748307192092,-10.515252919420247,-4.804055550663033,-14.860539278045447,-10.432355253223427,-0.258882209002973,-6.33565657525466
8.572210941746787,4.733628459044912,7.910748308132698,1.3645825564718965,2.106200642880205,-15.958895200890764,-12.001156700157132,-3.169676921317315,-13.109305589320183,-6.97303824904229,-5.884645533410682,-8.334971153642007,-12.89088483341429,-8.51663849990047,-13.188914703484052
1.7548636469681087,9.93523580367413,2.1446420826925983,1.6511354545245163,8.906776742864404,-13.993490248231389,-7.0590902159372,-13.452785979721567,-12.210060011190023,-14.78395185686575,-13.173424284719097,-11.827062028327793,-5.663720225062377,-9.820429734727645,-1.223052178576161
1.3769235445489796,5.527614903688254,6.258023099485463,9.281772874668466,1.4424267125928483,-8.587358259789202,-3.0127644222936567,-15.185638210427193,-2.5617822643736474,-19.621036155441594,-5.424152880238779,-1.431046898743805,-6.921766533362764,-11.263318044789086,-19.10686777219291
9.28102431990366,5.232666004224173,1.260970699023532,7.208389641958857,5.336535282186324,-17.525528182896025,-15.735990994725835,-18.71663545892866,-8.571558559799387,-7.621613362885016,-9.935728262726657,-3.7396675532479655,-2.865924455970532,-7.7490745060057815,-19.746146053822134
7.257066901729621,4.761992952283164,6.090017349037483,6.841725418169959,4.152129528943691,-1.7497397470812963,-17.333900151679355,-6.636915035107355,-19.91324435886405,-1.599443002436903,-17.76116774856198,-18.111803820063265,-13.373148102260341,-12.566030907822297,-15.735428560774716
6.266094948344122,4.986226882377672,1.3075803013697866,3.8768685602977055,8.293896222158534,-6.274939456248816,-5.57507001376038,-6.107473210737883,-13.811636874477639,-18.01668795067216,-14.57790303774139,-3.4474725263153303,-0.4886311241168855,-10.17244440664293,-19.80696293703146
2.260403309208061,3.898725177846392,6.2072681373365475,1.6758428122478257,9.490215688388934,-12.734834901640426,-1.8395740632960234,-4.467616125135269,-4.966798276939937,-7.926280362333584,-7.527002040668293,-7.303735619196663,-7.488444398190916,-8.980808195172612,-0.3703610321905124
7.590615106831265,7.992517495532691,8.852165335753067,2.9407578645326424,1.7542374318555471,-10.390400711687887,-9.769794157176465,-3.499282578996638,-11.16870677228152,-8.640024791668178,-9.51128832358218,-19.23976460322792,-7.757223557721412,-3.521938613092381,-16.865739093291502
6.348985605339362,6.342494900017729,2.4776646765072288,2.111172163576624,9.820467486788363,-12.164988523904555,-15.474307598401769,-16.590641565357938,-6.714725899693624,-7.872038583187152,-7.193312752550392,-18.2486800525221,-2.2186617883811053,-12.25359870349994,-13.763948812035878
5.1612530252296525,4.510594591728655,8.772193028252314,9.363348776781029,3.7310789480464557,-2.8076774315468995,-4.447689722291965,-1.476927320339243,-15.109568787500834,-8.518512912592517,-14.536562763665152,-3.6005196393609538,-19.89404860763582,-8.760098658560718,-13.249851717688832
3.9041533637003822,6.804156914784253,8.663360043825946,6.482758522539936,8.678556807820502,-14.734517473567504,-9.661913090176876,-11.034322872565188,-19.768266499888384,-8.919438351499272,-6.835665949491121,-8.220903352060507,-5.348030014209913,-8.630343383783766,-18.67166992846994
2.0480097167624027,6.368271197895572,3.4748127277627616,1.7168061613128924,4.86642469103692,-8.968980298135259,-13.45795483184283,-5.66336932570702,-7.188964898785233,-13.376914614275728,-4.978036674719645,-7.090968653592595,-7.31483696351375,-8.986788754337347,-19.7733456050378
7.268564651292002,4.3843761199824085,9.4834873914279,8.361862939694849,6.28925022578181,-14.981578561796539,-15.946023873774436,-13.226341730216774,-10.516297922757632,-14.108296350224954,-9.752903041689594,-16.7091285322876,-0.5435150247725531,-17.852301356196623,-1.4543116208779985
9.222202102624253,5.728244336375482,7.52419244652476,4.92443468175329,6.670311197881944,-13.22253884531974,-14.006935506269638,-8.493227255226678,-10.087219483738792,-8.467226253915378,-14.295454432388244,-12.697539146841795,-18.330430583484706,-18.959700191783107,-14.956203119506977
1.668221733974912,1.9339723777126663,8.316355648545434,1.3498632731502038,6.930485145412685,-14.576100798573531,-2.6562409539082843,-10.34865353690776,-13.919028459376268,-9.698985179780253,-12.399035420999152,-8.770408813070379,-17.72079592030567,-0.15988899403023638,-11.531438033835322
4.134075757366318,7.391888634846384,4.275094658457992,8.499468745258818,5.088436519243827,-5.680787576017847,-17.86168099280646,-3.1622282074532784,-5.359212063115615,-15.786836108606884,-17.108808406058845,-13.705782260360074,-0.5761953379651068,-14.889051666115535,-10.923068541961998
1.2701820314560268,4.575047766096093,6.141880138897925,9.578121512571686,5.650624404460579,-3.699764209064014,-9.11215991287888,-19.18837823263319,-13.731335323723497,-8.546564794161046,-1.0831800779706278,-2.903305840950459,-15.455723277840931,-15.619814382618646,-15.996657954433374
