cfall(0)_pft0,cfall(0)_pft1,cfall(0)_pft2,cfall(0)_pft3,cfall(0)_pft4,cfall(0)_pft5,cfall(1)_pft0,cfall(1)_pft1,cfall(1)_pft2,cfall(2)_pft0,cfall(2)_pft1,cfall(2)_pft2,cfall(2)_pft3,nfall(0)_pft0,nfall(0)_pft1,nfall(0)_pft2,nfall(0)_pft3,nfall(0)_pft4,nfall(0)_pft5,nfall(1)_pft0,nfall(1)_pft1,nfall(1)_pft2,nfall(2)_pft0,nfall(2)_pft1,nfall(2)_pft2,nfall(2)_pft3,krb(0)_pft0,krb(0)_pft1,krb(0)_pft2,krb(0)_pft3,krb(0)_pft4,krb(0)_pft5,krb(1)_pft0,krb(1)_pft1,krb(1)_pft2,krb(2)_pft0,krb(2)_pft1,krb(2)_pft2,krb(2)_pft3,micbnup,kdcrawc,kdcsoma,kdcsompr,kdcsomcr
0.0785586159146158,0.03832431270015333,0.0371341654684096,0.105806265597478,0.004857753960568248,0.0029232732741693588,0.0050457346370252525,0.027323902736884974,0.0002898660268334264,0.0021744869164166533,0.0015208230467128755,0.01945188506696144,0.0008735120321254943,1.0091536597343487e-06,1.0144964195256373e-05,0.00010149147256348118,1.517325598067355e-05,0.01285356336940956,0.001567836282333456,9.992685977710901e-07,1.9165343244249328e-05,0.00017338500722470317,9.902157899539461e-07,1.99965664575456e-06,8.3096796006786e-05,0.006726128673478752,-2.6088045649900673,-1.13143613683341,-1.3857413174540865,-7.994377225260831,-6.393107684979052,-2.3232732663604745,-4.3176504050129685,-4.141948170937241,-2.163399859195847,-2.871349661668102,-4.655981338469725,-3.191972157464326,-2.103105887761924,0.5336605426253072,0.4138746918898465,0.025449511027241984,0.004837777700229456,5.039070135737005e-07
0.07614242867506286,0.0404037383369654,0.03785302214082909,0.10516811041639666,0.004550480574117331,0.0026630109035220514,0.00508792645555531,0.02998489573120507,0.00029696607767636324,0.0020140417923142665,0.001558590448465108,0.02010372289732757,0.0008670202889379005,9.691017516736577e-07,1.0267081696792811e-05,9.583728789417493e-05,1.4917269137738735e-05,0.012791960574407776,0.0015004383854740446,1.01395343714766e-06,2.074918351802044e-05,0.0001670012754765575,1.0169398288097085e-06,1.924210850458314e-06,8.258415495793106e-05,0.006901201870863469,-2.5882743113356272,-1.1234264158107794,-1.3165059213940866,-7.378698194732632,-6.693754069721107,-2.389652929932474,-4.482557876198382,-4.169295861014428,-2.1102515746736934,-2.8036488794417895,-4.479480612787161,-3.4049430379103973,-2.2299152872707833,0.5097392151723196,0.40607961251449576,0.024240922387216462,0.004879823815641317,5.207622578372807e-07
0.07862209386773236,0.039450441299500975,0.03750355822889517,0.11214996718066038,0.00463700984198665,0.0027616845484209037,0.005111563434295148,0.028360207473538297,0.0003004329417824163,0.00210694425935848,0.001527697939808546,0.019745463083913936,0.0009082195240071149,9.705280573986712e-07,9.965739617170896e-06,0.00010333993283003614,1.4307528308637017e-05,0.012418663953328926,0.0015333845480909386,1.0136766331387622e-06,1.917680426589487e-05,0.00016832854686955962,9.664894952068837e-07,2.0182192550037978e-06,7.994572593658235e-05,0.006799588932676628,-2.522573174725712,-1.1848971768076566,-1.3723116189678424,-7.517590592085355,-6.2306874021328005,-2.3525940456954895,-4.103261224537875,-4.275440802403443,-2.2212550022417,-2.670166177199072,-4.554083564263217,-3.1841536336599914,-2.1732218783754336,0.4978026945129397,0.424748358119063,0.024926255762685843,0.005215378751160594,5.323660238736437e-07
0.075234927826749,0.040381215837991646,0.035623647646452025,0.10663619368485291,0.0048176274023897835,0.0026880482789085375,0.004969390094126408,0.028971147729880076,0.00030424251093362877,0.001999812378372712,0.0014966635400728168,0.018658170869913764,0.0008591130191966033,1.0121522388690266e-06,9.525152385246573e-06,0.00010251840911923488,1.5133476133640369e-05,0.013499704209642954,0.0014911005430625025,1.005701134987266e-06,1.9154434354828272e-05,0.00017367071974376235,1.0260378629202658e-06,2.0979957315873627e-06,8.110991989551244e-05,0.006839564945676955,-2.5782296207798083,-1.1035841561359565,-1.405871197932419,-8.013248524281265,-6.876002148828434,-2.4233310223130733,-4.325305092891316,-4.1944655548683105,-2.2308321309230346,-2.711505723731875,-4.484061821550301,-3.293708019540076,-2.3001234088089895,0.5195022088339779,0.39184541318473387,0.024517282438544875,0.005002935991376264,5.161559918372317e-07
0.07595185208330668,0.0377328002827532,0.0358771305944002,0.10364001690147283,0.004679669291384129,0.002899352394022732,0.005160944861472835,0.029599591728891966,0.00030692351042466257,0.0020830072029900406,0.0015134558965845433,0.018424149935441576,0.0008933851408968546,9.935012650544476e-07,1.0209008080551133e-05,9.844109808527601e-05,1.5079273757246998e-05,0.012818672981557406,0.001525816327891883,9.770052337952409e-07,1.948515473110211e-05,0.00017171085190873975,1.0011546045754303e-06,1.935510059458946e-06,8.328669272304833e-05,0.006791703687202391,-2.4764379609235947,-1.1515630474978806,-1.340365389607069,-7.499272603825607,-6.30094429367383,-2.458074769193879,-4.360373314985838,-4.4266825870454705,-2.258830809381897,-2.9174993208035365,-4.6472577011944045,-3.203893626909171,-2.153200872852357,0.5170385124162034,0.3933076016347612,0.024555590331573916,0.005141606651032608,5.273723764549696e-07
0.07887896089676395,0.04148188489817504,0.037760137582751686,0.11050682612196007,0.004561540460636926,0.0027370750746441496,0.005288499409616603,0.029036503980684726,0.00030003595271401297,0.002188506971706086,0.00144203575982437,0.01834889780814468,0.00091102432878788,9.782998841088095e-07,1.0014570660703297e-05,0.00010154178239334873,1.5260854030231415e-05,0.012540972486320164,0.0014287976083611708,1.0443269042419864e-06,1.9763250352598414e-05,0.0001784824417046683,9.77053789383171e-07,2.0903164592114743e-06,8.166743424781372e-05,0.007316604217578454,-2.6598515549551074,-1.100033350969807,-1.4049029927604573,-7.9356945794924645,-6.4628412478952,-2.3378221608775944,-4.394188183023282,-4.43608176673455,-2.189230008732873,-2.7211228957968467,-4.342955726719879,-3.4366987586886983,-2.1252734978141,0.5071227886486694,0.39590235094118914,0.024778635524610036,0.00484826312596461,5.164995435552608e-07
0.07745929456080719,0.039915199285369025,0.03733786656764201,0.1121305049072996,0.004682022457732357,0.0028407756683652154,0.005178247444972757,0.029146490096197582,0.0002995968516314399,0.0021240136603110408,0.0015179512728484973,0.019314237621881662,0.0009156755237638373,9.67513310887064e-07,1.0262022797981211e-05,9.510268315837908e-05,1.5301943769503887e-05,0.013481060604106043,0.0014861249103087933,1.0247167894409267e-06,1.955680001537517e-05,0.00017730786123128093,9.590978828595781e-07,1.985647932543364e-06,8.3057762142268e-05,0.006846349506774813,-2.4726659423257087,-1.1537812756446428,-1.4062935997876027,-7.5631107635908705,-6.848796621630029,-2.374268866697228,-4.187829252860623,-4.105039413108016,-2.1459013149139117,-2.6809200281170433,-4.44579959196059,-3.2773934110070004,-2.295339615348078,0.5314970796889983,0.40546518050777614,0.024142580823066292,0.004972098833673394,5.355478978765289e-07
0.0773009663156618,0.0389622529313171,0.035388186585937544,0.10278159830100699,0.004707088576690817,0.002743489043667997,0.005036674086086472,0.028518735077919334,0.00029747407368033656,0.002053944961338279,0.0015631214604983929,0.01992491144757365,0.0008782333663113692,9.854031742382492e-07,1.006291958979441e-05,9.785284130912599e-05,1.5305319723305485e-05,0.012607446519423863,0.001467078702997423,9.923642122302693e-07,2.030671855746095e-05,0.00016602343423167162,9.738363559718692e-07,1.9340254223038863e-06,7.742757867789797e-05,0.006801531902028671,-2.525468636713313,-1.1853337295338175,-1.380261254313033,-7.595270569984976,-6.8696265134316885,-2.3428947717015616,-4.335259270787002,-4.518218165058124,-2.186562295328725,-2.740006103513072,-4.447990089226114,-3.2078701882971177,-2.127439938122675,0.49082684951461014,0.4000995211215801,0.02617837881123836,0.0050157953372265305,5.006939697805768e-07
0.0751667520727571,0.03855683142992871,0.03633242689983493,0.1107198537068719,0.004519771829351412,0.002816713677140829,0.005358418676568959,0.028234904506079878,0.0003023546899282413,0.0020204264707480725,0.001498474112699105,0.01833731376425086,0.0009028623359931798,9.616519919965297e-07,1.0349758386785282e-05,9.788186579197204e-05,1.4890524997176601e-05,0.012753705165636004,0.0015028915212976753,1.0039189044322553e-06,2.061217917251391e-05,0.0001659303802852891,1.0426064944655804e-06,2.0237321485975626e-06,7.952155008329741e-05,0.0071127387974596005,-2.549352290399983,-1.1850376826097737,-1.312149947625997,-7.726683517344288,-6.605297833963928,-2.35612552249853,-4.4280510905507136,-4.256100177598417,-2.2657902020570004,-2.8638095183702785,-4.309674943978222,-3.2684594523030412,-2.2265934069030204,0.49618750003036377,0.4155052859200261,0.02500724717256661,0.0050120914096422955,5.371150072212847e-07
0.08024551044407494,0.04117771220332148,0.03655719362760237,0.10803788339265612,0.0047418151710093654,0.0028638551893453304,0.005084578480183591,0.029313076778051967,0.0003072222139107084,0.0020968395864890545,0.0015412389138581097,0.019761546915364015,0.000864770332859917,9.631200998346056e-07,1.0214001893825848e-05,0.00010342964465283983,1.5339010547212863e-05,0.012893267359048043,0.0014321080500944137,9.89792069010991e-07,1.940944677598522e-05,0.00017054787655147843,9.532780240812291e-07,1.9441019762992526e-06,8.393150967341082e-05,0.007321616653655064,-2.471588656290702,-1.0992551455256978,-1.3148854990559766,-7.658624252780037,-6.669209461214901,-2.4813421239739037,-4.213797751665752,-4.373407704870195,-2.1768941673994697,-2.7937223107255003,-4.32519293524729,-3.3240300932468165,-2.1023178104394575,0.5342073218503366,0.42741404723379556,0.024443309195061318,0.0049031839180142195,5.230471538911483e-07
0.07481435031805062,0.041086630459945955,0.038431723994544094,0.10898279252234343,0.004751537494683448,0.002886937931873535,0.0051612509779602024,0.027883261205016177,0.0003057486258043304,0.0021347267461378863,0.00151082452012704,0.019051317048656837,0.0009279355000815289,1.0210497991480573e-06,1.0129277023041827e-05,9.740581478667096e-05,1.572327349132908e-05,0.012325221685749226,0.0014790528064845018,9.746692519418931e-07,1.943129596898569e-05,0.00017557015297838186,1.0152176549154348e-06,1.9853461255465965e-06,7.60371933338442e-05,0.007214281318621666,-2.5895165529802626,-1.1003947283815454,-1.3836870719233663,-7.924332834464059,-6.435655536980011,-2.2874061419196208,-4.482872986010225,-4.100704750860331,-2.1373454888107113,-2.799230763128473,-4.562338728434445,-3.285134094831186,-2.1433150132952883,0.5277621502368482,0.3919372096180825,0.025226493574307424,0.004939260185930573,5.287958189822116e-07
0.0771267205565347,0.039624314953556165,0.03596578237092637,0.10762925986221142,0.0045409851345759615,0.0026836005119333915,0.005352502049204221,0.029988996485079602,0.00030295112249568984,0.0021225383360972652,0.0014394303877289106,0.01843107988219513,0.0009010698444500993,1.0148605451248088e-06,9.829061076419415e-06,0.00010359202553180046,1.542422177955769e-05,0.012485220694920626,0.0015645412494818857,1.0167602319513033e-06,2.081452066071252e-05,0.00017446559907965844,1.0236650837347557e-06,2.032615635646199e-06,7.679465804444003e-05,0.006942636899389624,-2.4184050301287856,-1.1762318624195784,-1.4197826674402287,-7.509705994400925,-6.775387506888086,-2.284072594991417,-4.19386672302847,-4.1574464716188615,-2.230411309442396,-2.8659433888673975,-4.383193801007022,-3.420819759722426,-2.123354466192482,0.5031159777534212,0.4196868668887719,0.024873325630152057,0.005072184642951967,5.37544044552627e-07
0.07756303921072391,0.04017144627865702,0.035982700343874845,0.10969279242488908,0.004562846097756133,0.0027446126050938145,0.005276549738504029,0.027252402013974126,0.00030636891194782824,0.0021875937573322276,0.0014642108708276223,0.018850499615584486,0.0009078144383266367,9.642147178835131e-07,9.816850117494531e-06,9.609793914071497e-05,1.4631018676823684e-05,0.012412691127362223,0.0014603010732692355,9.864980933464311e-07,2.0682910029840177e-05,0.00016265336591405797,9.626882137856648e-07,2.0161440354343443e-06,7.866619455752604e-05,0.006892724963132873,-2.66391536894378,-1.1602529432607809,-1.3453563024111919,-7.754009976694132,-6.711775569765155,-2.4723385347228866,-4.148745000540691,-4.312405862874351,-2.1692534895962665,-2.6463312781334682,-4.659100713624337,-3.395898948180479,-2.1090051620230073,0.5175706213198784,0.4164888101776297,0.024694424582561582,0.005116298461209305,5.179902645881386e-07
0.0788508417118101,0.038050586320544554,0.03722264505044202,0.10870755557945389,0.004671401783715845,0.002939167532292943,0.004976937738788558,0.02764249056995727,0.000288125332840979,0.0021086795908352093,0.0014459430979119315,0.018942629376265865,0.0009069971656235107,9.890289264934044e-07,1.0453437739053856e-05,9.542616290787758e-05,1.4573382109603074e-05,0.012379793312316695,0.001536016401771354,9.517496697008038e-07,1.900967679771573e-05,0.00017292922735080867,1.01015366903249e-06,1.9530274345555447e-06,7.824789285234196e-05,0.006657210628324478,-2.4357884313968783,-1.1107943077902993,-1.3035020005904274,-7.505309332998129,-6.843611665956139,-2.364033196069086,-4.418634069291213,-4.267016484455962,-2.126315532380111,-2.6723294565769806,-4.706078292349523,-3.4029514765804985,-2.1331616871133203,0.5304491501953043,0.40205446947966583,0.023925068141448777,0.005209348230500601,5.015115278521921e-07
0.0778444718246875,0.037962105822594405,0.03836924779410596,0.10494641627379331,0.004902954412985869,0.00285326625432923,0.005141741695985566,0.02723263097840936,0.0002989909107375286,0.002085252875694177,0.0014840778971706339,0.019384736050975876,0.0009170528343259349,9.690560772187772e-07,1.0112969977338598e-05,0.00010351784791756745,1.4725013381015463e-05,0.012618997235180736,0.0015521460661659767,9.7788199060545e-07,1.9289363416533016e-05,0.00016785455941452753,9.905593511216199e-07,2.099725608710144e-06,7.954074903086407e-05,0.0068379883655679125,-2.6611780651380106,-1.1422672643517042,-1.4044822982117293,-7.539341117689286,-6.5544233763732755,-2.4568766863267055,-4.337978687994948,-4.151684236885522,-2.0862541912632273,-2.7085383755692143,-4.514694498545351,-3.417449685659064,-2.3170860992785824,0.5113529944405248,0.4102993244628659,0.025970807508671454,0.005234853248413028,5.350080912451763e-07
0.0769430240997473,0.038237614775440756,0.03754179049526537,0.10840392151586366,0.004604746479530117,0.0027262305723859677,0.005041550510917661,0.027901063784696197,0.0003044537886392801,0.0020551506855017664,0.0015015337466726603,0.019694884833338647,0.000901830946614373,9.830997658732775e-07,1.0037626748724828e-05,0.00010151344135820635,1.4405332924586976e-05,0.012352867090397537,0.0015355222659786318,9.824351598515604e-07,1.9950788597764123e-05,0.0001687715168734952,9.60541001514214e-07,1.9620377018678995e-06,8.308052202544132e-05,0.007234877980321748,-2.5284082083657298,-1.19222237083977,-1.3484668437345233,-7.82615112004796,-6.347711790872926,-2.350566751865513,-4.374766279495326,-4.110871880889261,-2.242176553844412,-2.6565582950033573,-4.376889539436347,-3.1615717924282682,-2.160972066022407,0.49809618280608303,0.42090968612402246,0.025027869921959777,0.0052210785810590694,5.480960920635034e-07
0.07815298546339165,0.04095584876031471,0.03757451516876426,0.11168310437469378,0.004778892689253668,0.002891097922023675,0.005222016892922731,0.02968491629689747,0.00031251107733902393,0.0020223561963490506,0.0014982971295551184,0.019611244490614833,0.0008868938270168111,9.54608188303385e-07,9.868887249424268e-06,0.00010197567410981449,1.538657647303161e-05,0.012851922718503222,0.0015159530593321072,1.028264201277433e-06,2.0346175641104808e-05,0.00017358875946806878,1.0134943611530653e-06,1.9980740821753e-06,7.938680712538877e-05,0.007027266042116332,-2.6417136017474094,-1.0933835656900563,-1.3153483287296712,-7.528568614506833,-6.608882096034552,-2.3429878590827355,-4.098273469743516,-4.174256503337551,-2.1021173387256136,-2.7674806210506904,-4.28603803657378,-3.405184162349101,-2.1927465828332817,0.5054542816631404,0.39260488116701997,0.025657045612513828,0.005242101285494631,5.062430062009477e-07
0.08026865087255089,0.039849830175421354,0.036191552180085775,0.11185651599472768,0.004879108480854205,0.0026859133275677605,0.00523037966266777,0.027225331363925836,0.0003112056174590317,0.0021435399627084575,0.001502661333293492,0.019274775302765865,0.0008772170684553003,9.69679627504807e-07,9.880988416615657e-06,9.832875673545477e-05,1.4399003946232088e-05,0.012378564744994212,0.0014270781501609776,9.510504143175455e-07,2.011228081577447e-05,0.000164732782592834,9.566331254954917e-07,1.9041599258302597e-06,7.936040418619444e-05,0.007228678151808829,-2.50383835738772,-1.128614598807939,-1.4215725451708603,-7.477756587485562,-6.810082373733071,-2.2981813150847414,-4.124823055837839,-4.12776039854357,-2.0837170858636593,-2.8088729974853397,-4.399176055698066,-3.3387380515888787,-2.163670063226214,0.5334241705361495,0.3968956988648693,0.02595382572925616,0.005012604400777783,5.426266281437706e-07
0.0793426718375644,0.03808435405049439,0.037780228523246244,0.10672178410499085,0.004567132523129692,0.00274198045581104,0.004950714728225013,0.02923754246198967,0.0002911161946270071,0.0020396033291313264,0.0014960543936044545,0.019342523867656,0.00088286643220407,9.99792330619589e-07,1.0393468843386149e-05,9.83617755708398e-05,1.4356869954297213e-05,0.012424467056683503,0.0014615848952024325,9.838720286550478e-07,2.056161451688494e-05,0.00016893235526999723,1.0131922976834683e-06,1.9540784212640223e-06,7.735254512164936e-05,0.007277375776652384,-2.6460992368632383,-1.1795764232009196,-1.3416857748391173,-7.426349976090174,-6.492335299708636,-2.3474692489786975,-4.152100423081148,-4.118791672435434,-2.162146203768439,-2.868593670463045,-4.39469160150915,-3.3146864451552234,-2.1848868246223896,0.5184739493740698,0.41634361562602407,0.024044429898857158,0.0051394433419711,5.226778211557459e-07
0.07629376181565961,0.04107577007265507,0.03689186968960966,0.11115429392606235,0.004793909594888532,0.0028582013408259043,0.005275110713566285,0.028607889569188565,0.000308439533289665,0.0020382860376717132,0.0015598273434925532,0.018711407887388135,0.0008683528471473206,9.968885738198543e-07,9.702682040547854e-06,9.823824594455543e-05,1.4963450297860505e-05,0.012556276109605531,0.00156322348745221,9.917562234322156e-07,1.9466341865226414e-05,0.00016566451084713764,1.0067621159553337e-06,2.0814766683437175e-06,8.161729440085061e-05,0.006778088172970669,-2.44268117630408,-1.0869412629925033,-1.338155721573844,-8.104163446594045,-6.845880490851094,-2.3486795184563243,-4.308231997135223,-4.372683392012494,-2.2367525763909213,-2.7325609860764266,-4.655533155552455,-3.367040212798778,-2.099587736160229,0.5006772302975969,0.3960753671804487,0.025779503790293572,0.005224251250512885,5.161246063678395e-07
